ResTenants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property_Code,Ref_Property_ID,Tenant_Code,Ext_Ref_Tenant_Id,Prospect_Code,Ref_Prospect_Id,Unit_Code,First_Name,Last_Name,Social_Security_Number,Move_In_Date,Move_Out_Date,Notice_Date,Lease_From_Date,Lease_To_Date,Lease_Sign_Date,Email,Phone_Number_1,Phone_Number_2,Phone_Number_3,Phone_Number_4,Status,General_Info_1,General_Info_2,General_Info_3,General_Info_4,General_Info_5,General_Info_6,General_Info_7,General_Info_8,General_Info_9,General_Info_10,General_Info_11,General_Info_12,General_Info_13,General_Info_14,Address1,Address2,City,State,Zipcode,Rent,Due_Day,Last_Month_Rent_Deposit,Paid_To_Date,Salutation,Renew_Date,Security_Deposit_0,Security_Deposit_1,Security_Deposit_2,Security_Deposit_3,Security_Deposit_4,Security_Deposit_5,Security_Deposit_6,Security_Deposit_7,Security_Deposit_8,Security_Deposit_9,Non_Sufficient_Fund_Count,Late_Fee_Count,Middle_Name,LateMin,LatePerDay,LateType,LateGrace,LatePercent,LateGrace2,LateAmount2,LatePercent2,LateAmountMax,LatePercentMax,LateDaysMax,LateTypeMax,LateType2,LateMinDueAmount,LeaseGrossSQFT,MovedOut,MaintenanceNotes,LeaseType,BillToCustomer,ExtraAddressLine,Gets1099,Payment_Type,Payable_Type,ACHOptOut,MTM,LeaseTerm,NoticeType,Affordable_Type,Ref_Unit_Id,RGI_Type
lark,,t0007267,,p0614620,,WAITVOYA,Jody,Miller,,,,,02/01/2015,01/31/2016,,custtest+tmgbooksinc@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,37 Meadow Ridge Drive,,Corte Madera,CA,94925,50,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,12,0,0,,0
lark,,t0614547,,p0614547,,WAITVOYA,Rich,Palmer,,,,,06/01/2015,05/31/2016,,custtest+richard.s.palmer@redisrupt.io,12223334444,12223334444,,,7,,,,,,,,,,,,,,,899 Green St Apt. 501,,San Francisco,CA,94133,250,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0007233,,p0614167,,WAITVOYA,Bridget,Hamilton,,,,,01/16/2015,04/15/2016,,custtest+bmhamilton35@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,1801 WEDEMEYER STREET,UNIT 607,SAN FRANCISCO,CA,94129,50,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,15,0,0,,0
lark,,t0617660,,p0617660,,WAITVOYA,Prashant,Ganorkar,,,,,07/07/2015,07/06/2016,,custtest+pganorka@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,3807,W. Grove Mill Ct,Dunlap,IL,61525,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0627785,,p0627785,,WAITVOYA,MacKenzie,Smith,,,,,01/16/2016,02/15/2017,,custtest+mackenziesmith@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,17 Captains Landing,,Tiburon,CA,94920,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,E,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,13,0,0,,0
lark,,t0008235,,p0625304,,WAITVOYA,Dan,McGreevy,,,,,09/01/2015,08/31/2016,,custtest+danmcgreevy@redisrupt.io,12223334444,1800871828 1,,12223334444,7,,,,,,,,,,,,,,,,,,,,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,,,0,0,0,0,0,12,0,0,,0
lark,,t0621925,,p0621925,,WAITVOYA,Sean,Barganski,,11/07/2015,,,11/07/2015,11/06/2016,,custtest+sean.barganski@redisrupt.io,,12223334444,,12223334444,7,,,,,,,,,,,,,,,765 Broderick St,,San Francisco,CA,94117,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0002932,,p0002932,,WAITVOYA,Vanessa,Ranallo,,,,,09/01/2014,08/31/2015,,custtest+ranallo.vanessa@redisrupt.io,12223334444,12223334444,,,7,,,,,,,,,,,,,,,555 Lombard St,,San Francisco,CA,94133,50,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,0,0,0,,0
lark,,t0641123,,p0641123,,WAITVOYA,nicole,procopio,,,,,,,,custtest+jellybean32393@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,432 sunrise hwy apt. 1,,west babylon,NY,11704,400,1,0,,Ms.,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0632795,,p0632795,,WAITVOYA,Courtney,Bailey,,,,,03/31/2016,05/30/2017,,custtest+cbails422@redisrupt.io,,12223334444,,12223334444,7,,,,,,,,,,,,,,,2262 Union St,,San Francisco,CA,94123,2567,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,14,0,0,,0
lark,,t0632953,,p0632953,,WAITVOYA,DOROTHY,LOVY,,,,,,,,custtest+dorothylovy@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,2500 DEER VALLEY ROAD,#1214,SAN RAFAEL,CA,94903,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0644717,,p0644717,,WAITVOYA,Brandon,Lopez,,,,,,,,custtest+brandonml91@redisrupt.io,12223334444,,12223334444,,7,,,,,,,,,,,,,,,7244 swale river way,,Sacramento,CA,95831,400,1,0,,Mr.,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0642391,,p0642391,,WAITVOYA,isabele,prada,,,,,,,,custtest+beleisaprada@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,111 embarcadero west,1308,oakland,CA,94607,400,1,0,,Mrs.,,0,0,0,0,0,0,0,0,0,0,0,0,df,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0634772,,p0634772,,WAITVOYA,Shannon,Smith,,,,,,,,custtest+shansmithjd@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,38 Lorraine Avenue,,Pittsburg,CA,94565,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,E,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0008461,,p0633201,,WAITVOYA,Gregory,Daigian,,04/18/2016,,,04/18/2016,06/09/2017,,custtest+Gdaigian@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,,,,,,2895,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,,,0,0,0,0,0,12,0,0,,0
lark,,t0633691,,p0633691,,WAITVOYA,Matthew,Gal,,,,,,,,custtest+mattgal32@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,5400 Dowdell Ave Apt 341,,Rohnert Park,CA,94928,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0008299,,p0629236,,WAITVOYA,Daria,Dubynina,,,,,01/08/2016,04/07/2016,,custtest+d.dubinina@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,Sesku iela 63-7,,,,,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,,,0,0,0,0,0,3,0,0,,0
lark,,t0637407,,p0637407,,WAITVOYA,Jennifer,Rodriguez,,,,,,,,custtest+jenn.r.rodriguez@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,144 Captain Nurse Cir,,Novato,CA,94949,400,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,6,0,0,,0
lark,,t0643568,,p0643568,,WAITVOYA,Mandy,Schramm,,,,,,,,custtest+mschramm@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,435 A Orchard Street,,Santa Rosa,CA,95404,400,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0630036,,p0630036,,WAITVOYA,Greg,Rabbitt,,,,,,,,,12223334444,12223334444,,,7,,,,,,,,,,,,,,,,,San Rafael,CA,,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0636584,,p0636584,,WAITVOYA,Bruce,Bourdon,,,,,,,,custtest+bruce.bourdon@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,14 Dartmouth Dr.,,Larkspur,CA,94939,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0637851,,p0637851,,WAITVOYA,Ava,Gibson,,,,,,,,custtest+avaelaine1985@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,375 Bonair St. #3,,La Jolla,CA,92037,400,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0631076,,p0631076,,WAITVOYA,Yakov,Israelyan,,,,,,,,custtest+yakov5552000@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,125 Galewood Circle,,San Francisco,CA,94131,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,d,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0631092,,p0631092,,WAITVOYA,Louise,Evans,,,,,,,,custtest+louise.evans@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,800 26th Ave,,San Francisco,CA,94121,600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0636945,,p0636945,,WAITVOYA,jerry,kilian jr,,,,,,,,custtest+kilianj@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,749 Seaview Drive,,Juno Beach,FL,33408,600,1,0,,Dr.,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,3,0,0,,0
lark,,t0636856,,p0636856,,WAITCLIP,David,Watts,,,,,,,,custtest+wattsd@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,1169 River Pine Circle,,Petaluma,CA,94954,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0638988,,p0638988,,WAITCLIP,Brogan,Perrelli,,,,,,,,custtest+brogan.perrelli@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,765 5th Avenue,,San Francisco,CA,94118,404,1,0,,Ms.,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0644268,,p0644268,,WAITCLIP,Amanda,Root,,,,,,,,custtest+amanda@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,478 Warren Drive,#311,San Francisco,CA,94131,404,1,0,,Mrs.,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0644276,,p0644276,,WAITCLIP,Roya,Fathi,,,,,,,,custtest+fathi.roya@redisrupt.io,12223334444,,,,7,,,,,,,,,,,,,,,525 Nelson Rising Lane,812B,San Francisco,CA,94158,404,1,0,,Dr.,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0629864,,p0629864,,WAITCLIP,john,costello,,01/14/2016,,,,,,custtest+jcbasser@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,221 larkspur landing,221,larkspur,CA,94939,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0630010,,p0630010,,WAITCLIP,Stefanie,Keller,,,,,02/29/2016,04/28/2017,,custtest+stefanie.k.2016@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,,,,,,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,14,0,0,,0
lark,,t0630017,,p0630017,,WAITCLIP,Andreas,Keller,,,,,,,,andi_keller@web.de,12223334444,,,,7,,,,,,,,,,,,,,,84 Cloud View Road,,Sausalito,CA,94965,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0633075,,p0633075,,WAITCLIP,Marissa,Winschel,,,,,03/31/2016,05/30/2017,,custtest+winschelm1@redisrupt.io,,12223334444,,12223334444,7,,,,,,,,,,,,,,,2739 Willard Avenue,,Cincinnati,OH,45209,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,A,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,14,0,0,,0
lark,,t0631583,,p0631583,,WAITCLIP,Lugardo,Bernal,,02/25/2016,,,02/25/2016,04/24/2017,,custtest+dbernal80@redisrupt.io,,12223334444,,,9,,,,,,,,,,,,,,,940 meadowsweet,Apt. 801,Corte Madera,CA,94925,3100,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,14,0,0,,0
lark,,t0639750,,p0639750,,WAITCLIP,Derek,Paulson,,,,,,,,custtest+basikcafe@redisrupt.io,12223334444,,12223334444,,7,,,,,,,,,,,,,,,20 Wolfe Canyon Dr,,Kentfield,CA,94904,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0003042,,p0003042,,WAITCLIP,camille,harris-peterson,,,,,11/01/2014,01/31/2015,,custtest+camille.harris@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,35 eucalyptus lane,,san rafael,CA,94901,354,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,0,0,0,,0
lark,,t0003505,,p0003505,,WAITCLIP,Tina,Niazi,,,,,06/15/2015,05/14/2016,,custtest+tina.niazi@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,1450 Alice St Apt 29,,Oakland,CA,94612,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,11,0,0,,0
lark,,t0003281,,p0003281,,WAITCLIP,Katie,Feldman,,,,,06/01/2015,05/31/2016,,custtest+kmfeldman@redisrupt.io,12223334444,12223334444,,,7,,,,,,,,,,,,,,,2341 Chestnut Street,Apt. 202,San Francisco,CA,94123,354,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0624973,,p0624973,,WAITCLIP,Stephanie,Galainena,,10/02/2015,,,08/24/2015,07/23/2016,,custtest+sgalainena@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,2300 Lincoln Village Cir,Apt 266,Larkspur,CA,94939,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,11,0,0,,0
lark,,t0007876,,p0625617,,WAITCLIP,Dan,Grayson,,,,,02/28/2016,03/27/2017,,custtest+natalisutherlandgrayson@redisrupt.io,12223334444,12223334444,,,7,,,,,,,,,,,,,,,161 North Civic Drive Apt 472,,Walnut Creek,CA,94596,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,13,0,0,,0
lark,,t0618867,,p0618867,,WAITCLIP,Erick,Scott,,,,,06/21/2015,06/20/2016,,custtest+erick.j.scott@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,12 Seminole Ave,,Corte Madera,CA,94925,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0619573,,p0619573,,WAITCLIP,Jessica,Foley,,,,,,,,custtest+jessfoley2000@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,9 Arrowhead Lane,,Corte Madera,CA,94925,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,3,0,0,,0
lark,,t0624393,,p0624393,,WAITCLIP,Sven,Jones,,,,,09/06/2015,09/05/2016,,custtest+svenrjones@redisrupt.io,,12223334444,,12223334444,7,,,,,,,,,,,,,,,7813 Cayuga Avenue,,Bethesda,MD,20817,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,R,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0623684,,p0623684,,WAITCLIP,Gargi,Dave,,,,,07/10/2016,07/09/2017,,custtest+gargi.dave@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,43 Jordan Avenue,,San Anselmo,CA,94960,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0621472,,p0621472,,WAITCLIP,Deanna,Fleming,,,,,08/24/2015,07/23/2016,,custtest+deanna.fleming3@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,1535 Green St. Apt 304,,San Francisco,CA,94123,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,11,0,0,,0
lark,,t0613989,,p0613989,,WAITCLIP,Michael,Smith,,,,,06/01/2015,05/31/2016,,custtest+michael.smith@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,4178 26th Street,,San Francisco,CA,94131,354,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0007269,,p0614645,,WAITCLIP,Zak,Alcodray,,,,,01/23/2015,01/22/2016,,custtest+zakalcodray@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,1860 Oakman blvd,,Deiborn,MI,48226,354,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,12,0,0,,0
lark,,t0007521,,p0617027,,WAITCLIP,Jeannette,Nishida,,,,,08/01/2015,10/31/2015,,custtest+jhnishida@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,360 Tennessee Ave.,,Mill Valley,CA,94941,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,3,0,0,,0
lark,,t0007505,,p0616664,,WAITCLIP,Clara,Hall,,,,,01/01/2016,06/30/2016,,custtest+mgghall@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,123 norht blvd,,miami beach,DC,33556,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,6,0,0,,0
lark,,t0616065,,p0616065,,WAITCLIP,Diane,DiRoma,,,,,06/01/2015,05/31/2016,,custtest+diane@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,14 Knoll Road,,San Anselmo,CA,94960,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0007419,,p0615638,,WAITCLIP,Steven,Hoffer,,,,,06/01/2015,08/31/2016,,custtest+hoffersteven@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,974 Vernal Avenue,,Mill Valley,CA,94941,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,15,0,0,,0
lark,,t0007420,,p0615745,,WAITCLIP,osman,urrutia,,,,,06/10/2015,05/09/2016,,custtest+osman.uk8@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,835 parkman,,los angeles,CA,90026,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,11,0,0,,0
lark,,t0615822,,p0615822,,WAITCLIP,Scheryl,Warr,,,,,06/01/2015,08/31/2016,,custtest+scheryl.warr86@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,30 Via Belardo,Apt. 11,Greenbrae,CA,94904,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,15,0,0,,0
lark,,t0007390,,p0615501,,WAITCLIP,Borna,Jabbarpour,,,,,06/01/2015,08/31/2016,,custtest+bjabbarpour@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,33 downey st,,San Francisco,CA,94117,404,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,15,0,0,,0
lark,,t0007413,,p0615688,,WAITMARI,Wilfried,Kruse,,,,,06/01/2015,05/31/2016,,custtest+ossi@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,47 clayton st.,,san rafael,CA,94901,3600,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,12,0,0,,0
lark,,t0616204,,p0616204,,WAITMARI,PEGGY,AHN,,,,,06/01/2015,05/31/2016,,custtest+peggyahn529@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,215 Third St.,,Sausalito,CA,94965,350,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,12,0,0,,0
lark,,t0007475,,p0616197,,WAITMARI,Vaijanath,Rao,,,,,07/01/2015,05/31/2016,,custtest+vaijurao@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,312 Bonita St,,Sausalito,CA,94965,350,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,11,0,0,,0
lark,,t0614083,,p0614083,,WAITMARI,Christine,Fair,,,,,06/01/2015,08/31/2016,,custtest+cfair1224@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,227 Oceano Ave,Apt 9,Santa Barbara,CA,93109,350,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,15,0,0,,0
lark,,t0007757,,p0618779,,WAITMARI,Amanda,Ross,,,,,09/01/2015,07/31/2016,,custtest+amandaross415@redisrupt.io,12223334444,12223334444,,,7,,,,,,,,,,,,,,,1555 Riviera Avenue #302,,Walnut Creek,CA,94596,3510,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,M,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,11,0,0,,0
lark,,t0007877,,p0624967,,WAITMARI,Kristina,Hansson,,,,,,,,custtest+drkhansson@redisrupt.io,,,,12223334444,7,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,0,0,0,,0
lark,,t0623919,,p0623919,,WAITMARI,Steven,Katz,,09/19/2015,,,09/05/2015,06/04/2016,,custtest+faba@redisrupt.io,12223334444,12223334444,,12223334444,7,,,,,,,,,,,,,,,40 Elizabeth Circle,,Greenbrae,CA,94904,350,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,0,,0,0,0,0,0,9,0,0,,0
lark,,t0007851,,p0625574,,WAITMARI,Alex,Crettenand,,,,,09/30/2015,10/29/2016,,custtest+alex@redisrupt.io,,,12223334444,12223334444,7,,,,,,,,,,,,,,,,,,,,350,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,0,0,-1,,0,,,0,0,0,0,0,13,0,0,,0
lark,,t0629124,,p0629124,,WAITMARI,Ian,McLorg,,,,,01/15/2016,02/14/2017,,custtest+imclorg@redisrupt.io,,12223334444,,,7,,,,,,,,,,,,,,,177 Crescent Rd,,San Anselmo,CA,94960,350,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,75,0,2,5,75,0,0,0,0,0,0,0,0,100,0,-1,,0,0,,0,0,0,0,0,13,0,0,,0
