ResRoommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenant_Code,Ext_Ref_Tenant_Id,Roommate_PhoneNumber1,Roommate_PhoneNumber2,Roommate_PhoneNumber3,Roommate_PhoneNumber4,Roommate_UserDefined0,Roommate_UserDefined1,Roommate_UserDefined2,Roommate_UserDefined3,Roommate_UserDefined4,Roommate_UserDefined5,Roommate_UserDefined6,Roommate_UserDefined7,Roommate_UserDefined8,Roommate_UserDefined9,Roommate_SSN,Property_Code,Ref_Property_ID,Unit_Code,Ref_Unit_Id,Ext_Ref_Roommate_Id,Roommate_Salutation,Roommate_LastName,Roommate_FirstName,Roommate_Email,Roommate_ALTEmail,Roommate_MoveIn,Roommate_MoveOut,Occupant_Type,Roommate_Occupant,Roommate_ACHOptOut,Roommate_Relationship,Roommate_Notes,Roommate_Code
t0007498,,12223334444,,,,,,,,,,,,,,,cove,,007-CAPT,,,,Manning,William,custtest+wmanning@redisrupt.io,,,,,0,,Guarantor,,r0023442
t0007507,,12223334444,12223334444,,,,,,,,,,,,,,cove,,009-CAPT,,,,Garlock,Rosemarie,custtest+rosiegarlock@redisrupt.io,,,,0,0,0,Spouse,,r0023496
t0007509,,,,,,,,,,,,,,,,,lark,,250-0276,,,,Fairchild,Nancy,custtest+fairchild1@redisrupt.io,,,,0,0,0,Spouse,,r0000404
t0007514,,,12223334444,,,,,,,,,,,,,,lark,,250-0170,,,,Neulreich,LesleyAnn,custtest+lesleyann.neulreich@redisrupt.io,,,,1,0,0,Spouse,,r0023589
t0007518,,,12223334444,,,,,,,,,,,,,,lark,,130-0314,,,,Francl,Jade,custtest+jadeafrancl@redisrupt.io,,,,0,0,,Spouse,,r0023638
t0007525,,,12223334444,,,,,,,,,,,,,,lark,,210-2102,,,,Paradiso,Lisa,custtest+ldparadiso@redisrupt.io,,,,1,0,,Spouse,,r0023673
t0007528,,,12223334444,,,,,,,,,,,,,,lark,,140-2330,,,,Maxwell,David,custtest+maxwelldavid1@redisrupt.io,,,,1,0,,Spouse,,r0023679
t0007530,,,12223334444,,,Mini Cooper,7KYB130,,,9/25/1985,,,,,,,cove,,086-BARB,,,,Onglatco,kathrina,custtest+bigonglatco@redisrupt.io,,04/01/2016,,1,0,0,Roommate,,r0026898
t0007538,,,12223334444,,,,,,,,,,,,,,lark,,170-2306,,,,Kostyk,Mary Ann,custtest+madelonk68@redisrupt.io,,,,1,0,0,Guarantor,,r0023763
t0007541,,,12223334444,,,,,,,,,,,,,,cove,,017-SALT,,,,Durham,James,custtest+Jamesddurham@redisrupt.io,,,,0,-1,0,Spouse,,r0023038
t0007543,,,12223334444,,,,,,,,,,,,,,lark,,210-2102,,,,Finley,Ashley,custtest+finley@redisrupt.io,,,,1,0,,Spouse,,r0023791
t0007551,,,,,,,,,,,,,,,,,lark,,210-2303,,,,van Zijl,Marcel,,,,,0,0,0,Spouse,,r0023885
t0007560,,,12223334444,,,,,,,,,,,,,,lark,,160-2314,,,,Sorgenfrei,Zachary,custtest+zachsorgenfrei@redisrupt.io,,,,1,0,,Spouse,,r0023925
t0007566,,,12223334444,,,,,,,,,,,,,,lark,,500-0133,,,,Swicord,Jelester,custtest+jdswicord@redisrupt.io,,,,1,0,,Other,,r0024064
t0007569,,,12223334444,,,,,,,,,,,,,,lark,,300-0122,,,,ye,chenlu,custtest+vanessaye1993@redisrupt.io,,,,0,0,0,Roommate,,r0024069
t0007569,,,+8613989816941,,,,,,,,,,,,,,lark,,300-0122,,,,Ye,Xinjun,custtest+505781006@redisrupt.io,,,,0,0,,Guarantor,,r0024070
t0007580,,,12223334444,,,,,,,,,,,,,,lark,,180-2252,,,,Wells,Bryan,custtest+bryanwells98@redisrupt.io,,,,1,0,0,Spouse,,r0023089
t0007586,,,,,,,,,,,,,,,,,cove,,041-BARB,,,,Rep. Jim Dow,Schuchart,,,,,0,0,0,,,r0024998
t0007721,,,,,12223334444,,,,,,,,,,,,lark,,150-2123,,,,Baker,Shermaine,,,07/06/2015,,1,-1,0,Other,,r0024854
t0007728,,12223334444,,,,,,,,,,,,,,,cove,,038-BARB,,,,Ibba,Maurizio,custtest+aldebaran0013@redisrupt.io,,,,1,0,0,Spouse,,r0024701
t0007729,,,,,,,,,,,,,,,,,lark,,140-2331,,,,Phipps,Jesse,,,,,0,0,0,,,r0024741
t0007734,,,,,,,,,,,,,,,,,lark,,WAITSAND,,,,Ford,Kendra,custtest+kfaithford@redisrupt.io,,,,0,0,,Other,,r0024768
t0007735,,,12223334444,,,,,,,,,,,,,,cove,,030-BARB,,,,Vaughn,Phillip,custtest+philvaughn66@redisrupt.io,,,,0,0,,Spouse,,r0024769
t0007739,,,12223334444,,12223334444,,,,,,,,,,,,cove,,029-BARB,,,,Vann,Cinda,custtest+svann834@redisrupt.io,,,,1,0,0,Spouse,,r0024985
t0007740,,,,,12223334444,,,,,,,,,,,,lark,,300-0218,,,,Baker,Shermaine,,,07/06/2015,,1,-1,0,Other,,r0024547
t0007745,,12223334444,,,,,,,,,,,,,,,cove,,016-BARB,,,,Myers,Peter (Pete),custtest+myers.pei@redisrupt.io,,,,1,0,,Spouse,,r0024937
t0007749,,,,,,,,,,3/2/2000,,,,,,,cove,,059-BARB,,,,Igou,Maxwell,,,,,2,-1,0,Other,,r0026093
t0007749,,,,,,,,,,5/30/2002,,,,,,,cove,,059-BARB,,,,Igou,Grant,,,,,2,-1,0,Other,,r0026094
t0007749,,12223334444,,,,,,,,,,,,,,,cove,,059-BARB,,,,Igou,Genevieve,custtest+gigou@redisrupt.io,,,,1,0,,Spouse,,r0024995
t0007757,,,12223334444,,,,,,,,,,,,,,lark,,WAITMARI,,,,Marriott,Jacques,custtest+jacquesmarriott@redisrupt.io,,,,0,0,,Roommate,,r0025109
t0007759,,,,,,,,,,,,,,,,,lark,,WAITSAND,,,,Linn,Brad,custtest+BLinn@redisrupt.io,,,,0,0,0,Guarantor,,r0025135
t0007768,,,12223334444,,,,,,,,,,,,,,cove,,150-BARB,,,,Ayala,Varalakshmi,custtest+avaralakshmi@redisrupt.io,,,,1,0,0,Spouse,,r0025246
t0007774,,,,,,,,,,,,,,,,,lark,,100-0112,,,,Boulahbab,Jamal,custtest+jlaurie444@redisrupt.io,,,,0,0,0,,,r0026696
t0007775,,,12223334444,,12223334444,,,,,,,,,,,,lark,,300-0221,,,,Lam,Irene,custtest+irenelamsf@redisrupt.io,,10/06/2014,,1,0,0,Other,,r0000634
t0007777,,,,,,,,,,,,,,,,,cove,,017-CHAN,,,,Rovira,Ana,,,,,0,0,0,Spouse,,r0026037
t0007777,,,,,,,,,,7/11/09,,,,,,,cove,,017-CHAN,,,,Aguilar,Violeta,,,,,2,0,0,,,r0026108
t0007777,,,,,,,,,,3/11/12,,,,,,,cove,,017-CHAN,,,,Aguilar,Emilia,,,,,2,0,0,,,r0026109
t0007780,,,,,,,,,,8/28/01,,,,,,,cove,,025-BARB,,,,Hessel,Fletcher,,,,,2,-1,0,,,r0027180
t0007780,,,,,,,,,,,,,,,,,cove,,025-BARB,,,,Hessel,Logan,,,,,2,-1,0,,,r0027181
t0007783,,,12223334444,,,,,,,,,,,,,,lark,,900-0135,,,,Gotchal,Donald,custtest+donaldgotchal@redisrupt.io,,,,1,0,,Roommate,,r0025429
t0007786,,,12223334444,,,,,,,,,,,,,,lark,,210-2104,,,,Szydlowski,Harumi,custtest+haru39@redisrupt.io,,,,1,0,0,Spouse,,r0025538
t0007789,,,12223334444,,,,,,,,,,,,,,lark,,210-2206,,,,Schwartz,Charles,custtest+cdhschwartz@redisrupt.io,,,,1,0,,Roommate,,r0025485
t0007795,,,,,,,,,,,,,,,,,lark,,300-0123,,,,Holt,David,custtest+dholt@redisrupt.io,,,,0,0,0,,,r0027209
t0007809,,,12223334444,,,,,,,,,,,,,,lark,,210-2103,,,,Kwait,Lee,custtest+lakwait@redisrupt.io,,,,1,0,0,Roommate,,r0025710
t0007809,,12223334444,,,,,,,,,,,,,,,lark,,210-2103,,,,Siar,Ahmad,custtest+ahmadsiar02@redisrupt.io,,,,,0,,Roommate,,r0025720
t0007815,,12223334444,,,12223334444,,,,,,,,,,,,cove,,044-BARB,,,,Baldwin,Gardner,,,,,0,0,0,Spouse,,r0025788
t0007818,,,,,12223334444,,,,,,,,,,,,cove,,049-BARB,,,,Jaboor,Joyce,custtest+joyceajaboor@redisrupt.io,,,,1,0,,Spouse,,r0025821
t0007818,,,,,,,,,,,,,,,,,cove,,049-BARB,,,,Jaboor,Jason,,,,,2,-1,0,Other,,r0026084
t0007832,,,,,,,,,,,,,,,,,lark,,230-0274,,,,Griffith,Paul,,,,,,0,,Other,,r0025946
t0007833,,,,,,,,,,,,,,,,,lark,,180-2322,,,,Hume,Michael,custtest+mike.hume@redisrupt.io,,,,0,0,0,Other,,r0025945
t0007834,,12223334444,,,,Nissan / Altima,,SF Chiropractic,,,,,,,,,cove,,054-BARB,,,,Brown,Alex,custtest+dralexbrowndc@redisrupt.io,,,,1,0,0,Roommate,,r0025947
t0007852,,,12223334444,,,,,,,,,,,,,,cove,,051-BARB,,,,Lestrange,Stephanie,custtest+slestrange@redisrupt.io,,,,0,0,,Spouse,,r0026020
t0007854,,12223334444,,,,,,,,,,,,,,,cove,,058-BARB,,,,Beatty,Julia,custtest+jhk6767@redisrupt.io,,,,1,0,,Spouse,,r0026023
t0007862,,,,,,,,12223334444,,,,,,,,,cove,,014-CHAN,,,,Schonefeld,Robert,custtest+robertschonefeld@redisrupt.io,,09/19/2015,,0,0,0,Spouse,,r0026042
t0007867,,,,,,,,,,,,,,,,,cove,,043-BARB,,,,Rovira,Ana,,,,,,0,,Spouse,,r0025329
t0007872,,,,,,,,,,,,,,,,,lark,,130-0257,,,,Wang,Chun-Wei,,,,,0,0,,Spouse,,r0026052
t0007873,,,,,,,,,,,,,,,,,lark,,300-0308,,,,Haque,Quazi,,,,,,0,,Other,,r0026053
t0007878,,12223334444,,,,,,,,,,,,,,,lark,,500-0234,,,,Mariotti,Nadine,custtest+n.mariotti@redisrupt.io,,,,,0,,Other,,r0026059
t0007893,,,12223334444,,,,,,,,,,,,,,lark,,270-0284,,,,Brown,Eric,custtest+uncle.eric88@redisrupt.io,,,02/19/2015,1,-1,0,Other,,r0026112
t0007895,,,,,,,,,,,,,,,,,cove,,024-GNWD,,,,Malnick,Julianne,custtest+juliannemalnick@redisrupt.io,,,,1,0,0,Other,,r0000559
t0007898,,,,,,,,,,,,,,,,,lark,,130-0253,,,,Fuchs,Marie,,,,,0,0,,Spouse,,r0026127
t0007902,,,12223334444,,,,,,,,,,,,,,cove,,010-CHAN,,,,Steel,Lisa,custtest+lisalsteel@redisrupt.io,,,,1,0,,Other,,r0026140
t0007903,,,12223334444,,,,,,,,,,,,,,lark,,100-0114,,,,Baird,Michael,custtest+tawnyswallow@redisrupt.io,,,,0,0,,Other,,r0026141
t0007909,,12223334444,12223334444,,,,,,,,,,,,,,lark,,180-2148,,,,Haddad,Christy,custtest+christybard@redisrupt.io,,,,1,0,,Spouse,,r0026154
t0007910,,,,,,,,,,,,,,,,,cove,,001-SEAD,,,,minor,minor,,,,,2,-1,0,,,r0026101
t0007910,,,12223334444,,,,,,,,,,,,,,cove,,001-SEAD,,,,Rickard,Crystal,custtest+crystalnrickard@redisrupt.io,,,,1,0,0,Spouse,,r0023382
t0007913,,12223334444,,,,,,,,,,,,,,,cove,,003-CHAN,,,,Lasen-Baeza,Jose Tomas,custtest+josetomas86@redisrupt.io,,,,1,0,,Other,,r0026159
t0007913,,,,,,,,,,,,,,,,,cove,,003-CHAN,,,,Lasen-Baeza,Raimundo,,,,,2,-1,,Other,,r0026160
t0007927,,,,,,,,12223334444,,,,,,,,,lark,,900-0235,,,,Inscoe,Terry,custtest+tinscoe@redisrupt.io,,11/21/2015,,0,0,0,Roommate,,r0026183
t0007936,,,,,,,,,,9/10/98,,,,,,,cove,,012-CHAN,,,,Issa,Michael,,,,,2,0,0,,,r0026110
t0007936,,,,,,,,,,7/20/2000,,,,,,,cove,,012-CHAN,,,,Issa,Luke,,,,,0,0,0,,,r0026111
t0008235,,,,,,,,,,,,,,,,,lark,,WAITVOYA,,,,McGreevy,Kathren,,,,,0,0,,Spouse,,r0026293
t0008253,,,,,,,,12223334444,,,,,,,,,cove,,019-CHAN,,,,Sargent,Jordy,custtest+jordysargent@redisrupt.io,,01/08/2016,,0,0,0,Spouse,,r0026574
t0008260,,,12223334444,,,,,,,,,,,,,,lark,,130-0150,,,,Rasmussen,Jonathan,custtest+jonathanmrasmussen@redisrupt.io,,,,1,0,,Roommate,,r0023713
t0008260,,,12223334444,,,,,,,,,,,,,,lark,,130-0150,,,,Szabo,Thomas,custtest+theszabos1@redisrupt.io,,,,1,0,,Guarantor,,r0023714
t0008299,,,12223334444,,,,,,,,,,,,,,lark,,WAITVOYA,,,,Ponochovnyi,Andrii,custtest+ponochovnyi@redisrupt.io,,,,0,0,,Spouse,,r0026583
t0008309,,,12223334444,,,,,,,,,,,,,,cove,,023-SALT,,,,Carroll,Gerard,custtest+gerardcarroll12@redisrupt.io,,,,0,0,,Other,,r0026619
t0008309,,,12223334444,,,,,,,,,,,,,,cove,,023-SALT,,,,Modica,Michele,custtest+m.modica9295@redisrupt.io,,,,1,0,0,Guarantor,,r0026694
t0008312,,,,,12223334444,,,,,,,,,,,,lark,,900-0244,,,,Burgos,Marcelo,custtest+marcelo@redisrupt.io,,,06/19/2016,1,-1,0,Other,,r0026631
t0008314,,,,,12223334444,,,,,,,,,,,,lark,,180-2147,,,,Moore,Guillermo,custtest+gmoore@redisrupt.io,,,,0,-1,0,Roommate,,r0026636
t0008327,,,12223334444,,,,,,,,,,,,,,cove,,039-GNWD,,,,Chandler,Christopher,custtest+chrisc10@redisrupt.io,,,,0,0,,Other,,r0026675
t0008329,,,,,,,,,,,,,,,,,cove,,092-BARB,,,,Rep by Guy Roberts,The Idea Factory,custtest+guy@redisrupt.io,,,,0,0,0,Guarantor,,r0026688
t0008337,,,,,,,,,,10/3/2011,,,,,,,cove,,001-CHAN,,,,Paull,Lilly,,,,,2,-1,0,,,r0026838
t0008337,,,12223334444,,,,,,,,,,,,,,cove,,001-CHAN,,,,Paull,Robert,custtest+robert.b.paull@redisrupt.io,,,,1,0,0,Spouse,,r0026706
t0008338,,,0044772527 964,,12223334444,12223334444,,412223334444,,12223334444,,,,,,,lark,,270-0292,,,,Willows,Iain,custtest+iainwillows@redisrupt.io,,02/16/2016,,0,0,0,Spouse,,r0026724
t0008340,,,12223334444,,,,,,,,,,,,,,cove,,001-SEAD,,,,Perera,Aruna,custtest+pereraab@redisrupt.io,,,,0,0,,Spouse,,r0026718
t0008341,,,12223334444,,,,,,,,,,,,,,cove,,031-SEAD,,,,Goldade,Sofia,custtest+sofia.goldade@redisrupt.io,,,,0,0,,Spouse,,r0026719
t0008344,,,,,,,,,,,,,,,,,cove,,025-SALT,,,,Frochen,Sharon,custtest+sharon.frochen@redisrupt.io,,,,1,0,0,Roommate,,r0003714
t0008347,,,,,,,,,,,,,,,,,lark,,900-0241,,,,Sandhu,Paul,custtest+rumsurf@redisrupt.io,,,,1,0,,Spouse,,r0026750
t0008355,,,,,,,,,,,,,,,,,cove,,015-CAPT,,,,Biral,Leonardo,,,,,2,-1,0,,,r0026088
t0008355,,,,,,,,,,,,,,,,,cove,,015-CAPT,,,,Biral,Michelle,,,,,0,0,0,Other,,r0026089
t0008355,,12223334444,,,,,,,,,,,,,,,cove,,015-CAPT,,,,Beraldi,Alessandra,,,,,0,0,0,Spouse,,r0023153
t0008356,,,12223334444,,,,,,,,,,,,,,cove,,010-SEAD,,,,Mason,Elisabeth,custtest+emason05a@redisrupt.io,,,,1,0,0,Spouse,,r0023753
t0008364,,,,,,,,,,,,,,,,,cove,,022-CHAN,,,,,,,,,,0,-1,0,,,r0026218
t0008365,,,,,,,,,,,,,,,,,cove,,024-GNWD,,,,,,,,,,0,-1,0,,,r0026663
t0008367,,,,,,,,,,9/14/07,,,,,,,cove,,014-GNWD,,,,Jinian,Ethan,,,,,2,-1,0,Other,,r0026114
t0008369,,,12223334444,,,,,,,,,,,,,,lark,,170-2224,,,,Esguerra,Evan,custtest+evanresguerra@redisrupt.io,,,,1,0,0,Spouse,,r0023434
t0008375,,,12223334444,,,,,,,,,,,,,,lark,,100-0103,,,,Lincoln,Charlene,custtest+clincoln123@redisrupt.io,,,,1,0,0,Spouse,,r0026596
t0008375,,,,,,,,,,,,,,,,,lark,,100-0103,,,,Gusich,Mena,,,,,,-1,,Other,,r0026607
t0008383,,,,,,,,,,,,,,,,,cove,,082-BARB,,,,Kristensen,Astrid,custtest+ck4480@redisrupt.io,,,,1,0,,Roommate,,r0026874
t0008387,,,,,12223334444,,,,,,,,,,,,cove,,001-CAPT,,,,Pearce,Mary (Karissa),custtest+speciallk@redisrupt.io,,,,1,0,,Roommate,,r0026886
t0008407,,,12223334444,,,,,,,,,,,,,,lark,,250-0277,,,,Kroupa,Christine,custtest+christinekroupa63@redisrupt.io,,,,1,0,,Spouse,,r0026932
t0008411,,,,,,,,,,,,,,,,,lark,,WAITSAND,,,,Zadrafiei,Pouya,,,,,1,0,,Other,,r0026938
t0008412,,,12223334444,,,,,,,,,,,,,,cove,,067-BARB,,,,Chendo,John,custtest+john.chendo@redisrupt.io,,,,0,0,,Spouse,,r0026939
t0008431,,,,,,,,,,,,,,,,,cove,,011-GNWD,,,,,,,,,,0,-1,0,,,r0022846
t0008452,,,,,,,,,,,,,,,,,cove,,023-CAPT,,,,Maier,Eric,,,,,2,-1,,Other,,r0027083
t0008456,,,12223334444,,,,,12223334444,,,,,,,,,lark,,250-0169,,,Mrs.,Binford,Carolyn,custtest+carolyn.binford@redisrupt.io,,04/04/2016,,0,0,0,Spouse,,r0027104
t0008462,,,12223334444,,,,,,,,,,,,,,cove,,069-BARB,,,,Kilroy,Dorothy,custtest+dorothykilroy@redisrupt.io,,,,0,-1,,Spouse,,r0027132
t0008463,,,12223334444,,,,,,,,,,,,,,cove,,028-GNWD,,,,Barajas,Kelly,custtest+barajas23@redisrupt.io,,,,1,0,0,Spouse,,r0025827
t0008463,,,,,,,,,,11/16/14,,,,,,,cove,,028-GNWD,,,,Ambarik,Avery,,,,,2,-1,0,,,r0026096
t0008477,,,12223334444,,,,,,,,,,,,,,cove,,075-BARB,,,,Johnson-Rongstad,Daniela,custtest+djrwrites@redisrupt.io,,,,1,0,0,Spouse,,r0027244
t0008482,,,,,,,,,,,,,,,,,cove,,004-CHAN,,,,Richards,Ryan,,,,,2,-1,0,,,r0027465
t0008482,,,,,,,,,,,,,,,,,cove,,004-CHAN,,,,Richards,William,,,,,0,-1,0,,,r0027466
t0008482,,12223334444,,,,,,,,,,,,,,,cove,,004-CHAN,,,Mr.,Richards,Eric,custtest+richards_eric@redisrupt.io,,,,,0,,Spouse,,r0027257
t0008496,,12223334444,,,,,,,,,,,,,,,cove,,012-BARB,,,,Farrington,Elizabeth,custtest+ladyfarrington@redisrupt.io,,,,1,0,0,Roommate,,r0028741
t0008496,,,,,12223334444,,,,,,,,,,,,cove,,012-BARB,,,,Farrington,David,custtest+dfarrington_1@redisrupt.io,,,,0,0,0,Roommate,,r0028742
t0008498,,,12223334444,,,,,,,,,,,,,,lark,,900-0141,,,Miss,Panday,Jodi,custtest+jodipanday@redisrupt.io,,,,1,0,,Spouse,,r0027353
t0008503,,,,,12223334444,,,,,,,,,,,,cove,,077-BARB,,,,Justice,Raymond,,,,,2,0,0,Other,,r0027427
t0008503,,,12223334444,,12223334444,,,,,,,,,,,,cove,,077-BARB,,,,Justice,Michelle,custtest+michellejustice@redisrupt.io,,,,1,0,0,Spouse,,r0027370
t0008504,,,12223334444,,,,,,,,,,,,,,cove,,014-CAPT,,,,Clark,Michael,custtest+mbrandonc@redisrupt.io,,,,0,0,,Spouse,,r0027371
t0008509,,,1917865578,,,,,1917865578,,,,,,,,,cove,,073-BARB,,,,Zektser,Bronislava,custtest+inessa.vulfova@redisrupt.io,,06/02/2016,,1,0,0,Guarantor,,r0027705
t0008534,,,,,12223334444,,,,,,,,,,,,cove,,025-SALT,,,,Thierry,Lunati,custtest+tlunati@redisrupt.io,,,,1,0,0,Spouse,,r0028050
t0008543,,,,,,,,,,,,,,,,,lark,,250-0315,,,,Sieber,Karolina,custtest+karoline.sieber@redisrupt.io,,,,,0,,Spouse,,r0027657
t0008545,,,12223334444,,,,,,,,,,,,,,cove,,009-SEAD,,,,Keyhani,Setareh,custtest+Setarehkeyhani2000@redisrupt.io,,,,0,0,,Spouse,,r0027677
t0008547,,,,,,,,,,,,,,,,,cove,,019-CAPT,,,,minor,minor,,,,,2,-1,0,,,r0026099
t0008550,,,12223334444,,,,,,,,,,,,,,cove,,112-BARB,,,,Sutherland,Denise,custtest+denise.sutherland@redisrupt.io,,,,1,0,0,Spouse,,r0026817
t0008558,,,,,,,,,,,,,,,,,lark,,160-2131,,,,Bremmer,Matthew,,,,,1,-1,,Other,,r0027740
t0008560,,,12223334444,,,,,,,,,,,,,,cove,,111-BARB,,,,Baylor,Marjorie,custtest+mbaylor@redisrupt.io,,,,0,0,,Spouse,,r0027743
t0008574,,,12223334444,,,,,12223334444,,,,,,,,,lark,,100-0111,,,,Vasquez,Jacqueline,custtest+jacqueline@redisrupt.io,,06/18/2016,,0,0,0,Roommate,,r0027849
t0008576,,,12223334444,,,,,,,,,,,,,,cove,,139-BARB,,,,knapp,trecia,custtest+trecia@redisrupt.io,,,,0,0,,Spouse,,r0027864
t0008577,,,12223334444,,,,,,,,,,,,,,cove,,134-BARB,,,,wong,shing yan,custtest+kenix1013@redisrupt.io,,,,0,0,,Other,,r0027869
t0008586,,,12223334444,,12223334444,,,,,,,,,,,,lark,,250-0278,,,,Bianconi,Robert,custtest+Bobby.bianconi@redisrupt.io,,,,1,0,,Spouse,,r0027975
t0008600,,,12223334444,,,,,,,,,,,,,,cove,,070-BARB,,,,Sheh,Theresa,custtest+theresa_sheh@redisrupt.io,,,,0,0,,Spouse,,r0028067
t0008609,,12223334444,,,,,,,,,,,,,,,cove,,007-SEAD,,,,Grant,Rena,custtest+rkgrant8@redisrupt.io,,,,0,0,,Spouse,,r0028166
t0008615,,,,,,,,12223334444,,,,,,,,,cove,,017-SALT,,,,Nelson,David,custtest+david@redisrupt.io,,07/07/2015,,0,0,0,Guarantor,,r0024835
t0008626,,,(040) 399-9888,,,,,,,,,,,,,,cove,,010-SALT,,,,White,Tessa,custtest+tessawhite@redisrupt.io,,,,1,0,0,Spouse,,r0028282
t0008641,,,12223334444,,,,,,,,,,,,,,cove,,005-CAPT,,,,Wang,Sanqiang Larry,,,,,0,0,,Spouse,,r0028425
t0008645,,12223334444,,,,,,,,,,,,,,,cove,,009-SALT,,,,Chesley,Steven,custtest+germanytour05@redisrupt.io,,,,,0,,Spouse,,r0028490
t0008649,,,12223334444,,,,,,,,,,,,,,cove,,017-SALT,,,,Iskander,Amira,custtest+Amiraiskander@redisrupt.io,,,,0,0,,Spouse,,r0028506
t0008652,,,12223334444,,,,,,,,,,,,,,cove,,113-BARB,,,,Hamner,John,custtest+david@redisrupt.io,,,,1,0,0,Spouse,,r0028603
t0008652,,12223334444,,,,,,,,,,,,,,,cove,,113-BARB,,,,McGowan,James,,,,,,0,,Guarantor,,r0028619
t0008654,,,,,,,,,,,,,,,,,lark,,140-2152,,,,Arnold,Cameron,custtest+carnold164@redisrupt.io,,,,0,0,0,Spouse,,r0000044
t0008655,,,12223334444,,,,,,,,,,,,,,cove,,026-GNWD,,,,Hamner,John,custtest+david@redisrupt.io,,,,1,0,0,Guarantor,,r0028658
t0008659,,12223334444,,,,,,,,,,,,,,,cove,,032-GNWD,,,,Carias,Vanessa,custtest+vanassacarias@redisrupt.io,,,,1,0,,Spouse,,r0028672
t0008659,,,,,,,,,,,,,,,,,cove,,032-GNWD,,,,Media Group,Vanessa Carias,,,,,,-1,,Other,,r0028726
t0008661,,,,,,,,,,,,,,,,,lark,,180-2250,,,,Ali,Ali,,,,,1,0,0,,,r0029084
t0008662,,12223334444,,,,,,,,,,,,,,,lark,,100-0201,,,,Wells,Erik,custtest+erikwells415@redisrupt.io,,,,1,0,,Other,,r0028714
t0008665,,12223334444,,,,,,,,,,,,,,,cove,,028-SEAD,,,,Farrington,Elizabeth,custtest+ladyfarrington@redisrupt.io,,,,1,0,,Roommate,,r0027346
t0008665,,,,,12223334444,,,,,,,,,,,,cove,,028-SEAD,,,,Farrington,David,custtest+dfarrington_1@redisrupt.io,,,,0,0,,Roommate,,r0027347
t0008666,,,12223334444,,,,,,,,,,,,,,lark,,270-0285,,,,Ali,Ali,custtest+alikhaleelalipe@redisrupt.io,,,,1,0,0,Other,,r0026954
t0008668,,,12223334444,,,,,,,,,,,,,,cove,,028-SEAD,,,,Robbins,Bret,custtest+bret2001a@redisrupt.io,,,,1,0,0,Spouse,,r0028761
t0008669,,,12223334444,,,,,,,,,,,,,,cove,,040-BARB,,,,Cave,Erin,custtest+Eac135@redisrupt.io,,,,1,0,,Spouse,,r0028748
t0008669,,,12223334444,,,,,,,,,,,,,,cove,,040-BARB,,,Mr.,Cave,Jeff,custtest+jtcave@redisrupt.io,,,,1,0,0,Guarantor,,r0028809
t0008681,,,,,,,,,,,,,,,,,lark,,140-2158,,,,Yang,Dongquan,,,,,1,-1,,Other,,r0028811
t0008684,,,12223334444,,,,,12223334444,,,,,,,,,cove,,027-BARB,,,,Post,Anne,custtest+dmwca@redisrupt.io,,08/14/2016,,0,0,0,Other,,r0028836
t0008685,,,,,,,,,,,,,,,,,cove,,142-BARB,,,,Feaster,Paul,,,,,0,-1,,Other,,r0028847
t0008694,,,,,12223334444,,,,,,,,,,,,cove,,015-GNWD,,,,Prewitt,Keith,custtest+keprewitt@redisrupt.io,,,,1,0,0,Roommate,,r0026679
t0008695,,,12223334444,,12223334444,,,,,,,,,,,,lark,,250-0275,,,,Burg,Claudia,custtest+cmjburg@redisrupt.io,,,,1,0,,Spouse,,r0028990
t0008721,,,,,,,,12223334444,,,,,,,,,lark,,500-0128,,,,Thomas,Jillian,custtest+jillianethomas@redisrupt.io,,09/14/2016,,0,-1,0,Spouse,,r0029086
t0008722,,,12223334444,,,,,,,,,,,,,,cove,,WAIT1X1A,,,Ms.,Di Bartolo,Clara,custtest+claradibartolo@redisrupt.io,,,,1,0,0,Other,,r0029088
t0008729,,,12223334444,,,,,12223334444,,,,,,,,,lark,,270-0285,,,,Sayo,Jeremy,custtest+jeremydsayo@redisrupt.io,,08/25/2016,,1,0,0,Spouse,,r0029000
t0008738,,,12223334444,,,,,,,,,,,,,,cove,,023-GNWD,,,Mr.,Tenero,James,custtest+Jtenero@redisrupt.io,,,,1,0,,Other,,r0029145
t0008739,,12223334444,,,,,,,,,,,,,,,cove,,023-SEAD,,,,kwon,hyang,,,,,0,0,,Spouse,,r0029155
t0008758,,,,,,,,,,,,,,,,,lark,,140-2257,,,,Gerken,Sherry,custtest+sherry.gerken@redisrupt.io,,,,0,0,,Roommate,,r0029177
t0008777,,,,,,,,,,,,,,,,,lark,,250-0168,,,,Burke,Beverly,,,,,0,0,,Spouse,,r0029196
t0008778,,,12223334444,,,,,,,,,,,,,,lark,,110-0310,,,,Jaouad,Karim,,,,,0,0,0,Spouse,,r0029197
t0037896,,,12223334444,,,,,,,,,,,,,,lark,,900-0239,,,,Chastnaya,Ekaterina,chastnaya25@mail.ru,,,,1,0,0,Spouse,,r0022713
t0613920,,,12223334444,,,,,,,,,,,,,,lark,,270-0288,,,,Gould,Rosaline,custtest+nativeplantnut@redisrupt.io,,,,1,0,0,Spouse,,r0022753
